"End","count"
"2023-03-30 21:50:58.0","248"
"2023-03-30 21:50:59.0","1824"
"2023-03-30 21:51:00.0","2516"
"2023-03-30 21:51:01.0","2615"
"2023-03-30 21:51:02.0","6295"
"2023-03-30 21:51:03.0","8494"
"2023-03-30 21:51:04.0","10490"
"2023-03-30 21:51:05.0","10933"
"2023-03-30 21:51:06.0","14618"
"2023-03-30 21:51:07.0","11413"
"2023-03-30 21:51:08.0","11487"
"2023-03-30 21:51:09.0","14508"
"2023-03-30 21:51:10.0","14310"
"2023-03-30 21:51:11.0","12358"
"2023-03-30 21:51:12.0","12089"
"2023-03-30 21:51:13.0","12075"
"2023-03-30 21:51:14.0","12576"
"2023-03-30 21:51:15.0","12510"
"2023-03-30 21:51:16.0","10004"
"2023-03-30 21:51:17.0","9189"
"2023-03-30 21:51:18.0","8138"
"2023-03-30 21:51:19.0","13882"
"2023-03-30 21:51:20.0","14839"
"2023-03-30 21:51:21.0","14267"
"2023-03-30 21:51:22.0","11013"
"2023-03-30 21:51:23.0","9842"
"2023-03-30 21:51:24.0","3323"
"2023-03-30 21:51:25.0","1063"
"2023-03-30 21:51:26.0","13211"
"2023-03-30 21:51:27.0","14801"
"2023-03-30 21:51:28.0","3190"
"2023-03-30 21:51:29.0","11363"
"2023-03-30 21:51:30.0","15167"
"2023-03-30 21:51:31.0","13360"
"2023-03-30 21:51:32.0","14438"
"2023-03-30 21:51:33.0","14855"
"2023-03-30 21:51:34.0","14348"
"2023-03-30 21:51:35.0","16442"
"2023-03-30 21:51:36.0","12999"
"2023-03-30 21:51:38.0","5412"
"2023-03-30 21:51:39.0","14606"
"2023-03-30 21:51:40.0","12246"
"2023-03-30 21:51:43.0","12402"
"2023-03-30 21:51:44.0","16039"
"2023-03-30 21:51:45.0","12566"
"2023-03-30 21:51:46.0","15636"
