"End","count"
"2023-03-30 20:00:45.0","2601"
"2023-03-30 20:00:46.0","4407"
"2023-03-30 20:00:47.0","4501"
"2023-03-30 20:00:48.0","4486"
"2023-03-30 20:00:49.0","4138"
"2023-03-30 20:00:50.0","4253"
"2023-03-30 20:00:51.0","3947"
"2023-03-30 20:00:52.0","4146"
"2023-03-30 20:00:53.0","4726"
"2023-03-30 20:00:54.0","4666"
"2023-03-30 20:00:55.0","4173"
"2023-03-30 20:00:56.0","4178"
"2023-03-30 20:00:57.0","4361"
"2023-03-30 20:00:58.0","4151"
"2023-03-30 20:00:59.0","4277"
"2023-03-30 20:01:00.0","4284"
"2023-03-30 20:01:01.0","4284"
"2023-03-30 20:01:02.0","4304"
"2023-03-30 20:01:03.0","4288"
"2023-03-30 20:01:04.0","4688"
"2023-03-30 20:01:05.0","4240"
"2023-03-30 20:01:06.0","4566"
"2023-03-30 20:01:07.0","4699"
"2023-03-30 20:01:08.0","3868"
"2023-03-30 20:01:09.0","4371"
"2023-03-30 20:01:10.0","4371"
"2023-03-30 20:01:11.0","4158"
"2023-03-30 20:01:12.0","4432"
"2023-03-30 20:01:13.0","4124"
"2023-03-30 20:01:14.0","3979"
"2023-03-30 20:01:15.0","4433"
"2023-03-30 20:01:16.0","4366"
"2023-03-30 20:01:17.0","4313"
"2023-03-30 20:01:18.0","4271"
"2023-03-30 20:01:19.0","4604"
"2023-03-30 20:01:20.0","4337"
"2023-03-30 20:01:21.0","4189"
"2023-03-30 20:01:22.0","4241"
"2023-03-30 20:01:23.0","3882"
"2023-03-30 20:01:24.0","4264"
"2023-03-30 20:01:25.0","4604"
"2023-03-30 20:01:26.0","4215"
"2023-03-30 20:01:27.0","4325"
"2023-03-30 20:01:28.0","4123"
"2023-03-30 20:01:29.0","4257"
"2023-03-30 20:01:30.0","4145"
"2023-03-30 20:01:31.0","4276"
"2023-03-30 20:01:32.0","4011"
"2023-03-30 20:01:33.0","4438"
"2023-03-30 20:01:34.0","4473"
"2023-03-30 20:01:35.0","4457"
"2023-03-30 20:01:36.0","4681"
"2023-03-30 20:01:37.0","4622"
"2023-03-30 20:01:38.0","4633"
"2023-03-30 20:01:39.0","4669"
"2023-03-30 20:01:40.0","4608"
"2023-03-30 20:01:41.0","3851"
"2023-03-30 20:01:42.0","4445"
"2023-03-30 20:01:43.0","4695"
"2023-03-30 20:01:44.0","4622"
"2023-03-30 20:01:45.0","4425"
"2023-03-30 20:01:46.0","4793"
"2023-03-30 20:01:47.0","4763"
"2023-03-30 20:01:48.0","4449"
"2023-03-30 20:01:49.0","4726"
"2023-03-30 20:01:50.0","4551"
"2023-03-30 20:01:51.0","4392"
"2023-03-30 20:01:52.0","4175"
"2023-03-30 20:01:53.0","4517"
"2023-03-30 20:01:54.0","4519"
"2023-03-30 20:01:55.0","4492"
"2023-03-30 20:01:56.0","4608"
"2023-03-30 20:01:57.0","4463"
"2023-03-30 20:01:58.0","4438"
"2023-03-30 20:01:59.0","4368"
"2023-03-30 20:02:00.0","4216"
"2023-03-30 20:02:01.0","4284"
"2023-03-30 20:02:02.0","4130"
"2023-03-30 20:02:03.0","4474"
"2023-03-30 20:02:04.0","4669"
"2023-03-30 20:02:05.0","4305"
"2023-03-30 20:02:06.0","3830"
"2023-03-30 20:02:07.0","4479"
"2023-03-30 20:02:08.0","4661"
"2023-03-30 20:02:09.0","4608"
"2023-03-30 20:02:10.0","3936"
"2023-03-30 20:02:11.0","4052"
"2023-03-30 20:02:12.0","4574"
"2023-03-30 20:02:13.0","4305"
"2023-03-30 20:02:14.0","4875"
"2023-03-30 20:02:15.0","4612"
"2023-03-30 20:02:16.0","4360"
"2023-03-30 20:02:17.0","4698"
"2023-03-30 20:02:18.0","4440"
"2023-03-30 20:02:19.0","4679"
"2023-03-30 20:02:20.0","4528"
"2023-03-30 20:02:21.0","4362"
"2023-03-30 20:02:22.0","4024"
"2023-03-30 20:02:23.0","4212"
"2023-03-30 20:02:24.0","4324"
"2023-03-30 20:02:25.0","4581"
"2023-03-30 20:02:26.0","4495"
"2023-03-30 20:02:27.0","4409"
"2023-03-30 20:02:28.0","4279"
"2023-03-30 20:02:29.0","4540"
"2023-03-30 20:02:30.0","4569"
"2023-03-30 20:02:31.0","4524"
"2023-03-30 20:02:32.0","4835"
"2023-03-30 20:02:33.0","4636"
"2023-03-30 20:02:34.0","4508"
"2023-03-30 20:02:35.0","4565"
"2023-03-30 20:02:36.0","4918"
"2023-03-30 20:02:37.0","4689"
"2023-03-30 20:02:38.0","4229"
"2023-03-30 20:02:39.0","140"
